F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18
0.16273407,0.049890675,0.040849457,0.037581854,0.8884360579999999,0.875364985,0.862707263,0.061746012999999995,0.061308598,0.061097896,0.058245165999999994,0.275873945,0.17926638600000003,0.077877229,0.22514752600000001,0.17608238399999998,0.070272105,0.122644962
0.176502199,0.041205107000000005,0.032179702000000004,0.024461422000000003,0.907858449,0.901817113,0.910638376,0.024915207,0.020929949,0.018322678000000002,0.017995588,0.39826627700000006,0.113242941,0.145379845,0.33862914200000005,0.418033505,0.073972313,0.051297242
0.023988019,0.004493785,0.002623895,0.0021353329999999997,0.9899511409999999,0.9919942820000001,0.9921992759999999,0.000599782,0.0006227730000000001,0.00076246,0.00078102,0.819860087,0.026896452999999997,0.557246479,0.7035860190000001,0.858742901,0.018650227,0.0051372
0.282483498,0.14168710199999998,0.116662125,0.10628025099999999,0.683163808,0.652007824,0.630878422,0.131420968,0.131160923,0.13102301800000002,0.125894594,0.478809762,0.08275598299999999,0.20591009100000002,0.41942805299999997,0.20128426,0.01535423,0.149650391
0.330572431,0.209697878,0.178790828,0.155392901,0.571859191,0.542809354,0.550374953,0.128055256,0.120881537,0.116599805,0.111662976,0.514719942,0.095280465,0.205387034,0.399001362,0.535502047,0.063757862,0.027112592
0.20499599300000002,0.110327249,0.09409039599999999,0.08161715900000001,0.7532897140000001,0.71292255,0.701839005,0.063561955,0.059755046,0.056401905,0.052636234000000004,0.566876155,0.045724985999999995,0.306219352,0.542896051,0.459705629,0.026136326,0.020492937
0.37990388399999997,0.24602263800000002,0.208093588,0.186153554,0.48751901200000003,0.453575292,0.44746607299999996,0.167589937,0.168158101,0.16899673699999998,0.162784312,0.689796897,0.035392007,0.403987234,0.615070359,0.484757189,0.017393365,0.025828966000000002
0.042597512000000004,0.000930165,0.00035037199999999994,0.000260985,0.9979199940000001,0.998930987,0.999046578,0.000115611,0.000129555,8.73e-05,9.6e-05,0.831099987,0.021933034,0.5940307220000001,0.7408079890000001,0.6504588170000001,0.011551368000000001,0.008631245
0.085684303,0.103731533,0.066379881,0.049575306,0.768038845,0.797469585,0.8188931979999999,0.057298417000000004,0.05701557,0.059391612999999996,0.059756194000000006,0.63477031,0.063834062,0.31049741399999997,0.505674081,0.655026945,0.032129565,0.023264838
0.044043577,0.002428093,0.0015377429999999998,0.001150707,0.994570375,0.995308222,0.9957962770000001,0.00037013599999999997,0.000337491,0.000382229,0.00042228199999999995,0.892987761,0.008881334,0.7442106340000001,0.85882887,0.772027081,0.006230991,0.002702682
0.076982374,0.095577488,0.062946237,0.050642972,0.786272662,0.80794591,0.8149928359999999,0.06432734400000001,0.065467987,0.068532197,0.068925208,0.7033169579999999,0.043425775,0.394505558,0.5882886970000001,0.622632725,0.016614689,0.031753336
0.074188943,0.101847042,0.069490404,0.057345544000000005,0.772252883,0.7879791270000001,0.790507231,0.064704495,0.066112815,0.069739841,0.07068217,0.708446935,0.042259567000000005,0.401445564,0.593735815,0.650352613,0.022635381,0.025982043
0.112008729,0.06822821700000001,0.05774905599999999,0.050773465,0.847430232,0.823802934,0.814516125,0.039591985,0.039638507,0.039627393,0.038587096,0.648453339,0.054950713,0.321414698,0.5188379479999999,0.33247823,0.012440615,0.057637997
0.021272889,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.793271625,0.029940495,0.523456355,0.685882887,0.56791589,0.012279905,0.016222676999999998
0.260886937,0.143982315,0.11130143699999999,0.096196735,0.6902844509999999,0.6772294,0.668859279,0.08505440800000001,0.082362085,0.082750612,0.081246008,0.528188886,0.061969819,0.249999654,0.47843849299999996,0.274799326,0.018567424,0.053644606
0.500294724,0.249634578,0.21998287100000002,0.20240580800000002,0.463299102,0.42029336,0.424393265,0.291336267,0.297460684,0.29830799199999997,0.29094451,0.538262927,0.070347773,0.23661771399999998,0.448479346,0.42678969299999997,0.034329773,0.07183730299999999
0.049955892,0.001497928,0.0005878459999999999,0.000438929,0.99665038,0.9982064340000001,0.998396518,0.00018544900000000002,0.000208492,0.000146437,0.000161448,0.692073387,0.040201218,0.393416773,0.5969133000000001,0.465573323,0.011542597,0.029188339
0.11037025800000001,0.094719803,0.06929964599999999,0.05518648599999999,0.788190589,0.788561145,0.79839463,0.039650728999999996,0.037408686000000003,0.036114721,0.033746756,0.44874980700000006,0.17468030699999998,0.130447008,0.27417158399999997,0.440117517,0.09192269300000001,0.05416312400000001
0.253881791,0.140491176,0.112967649,0.100360634,0.687912704,0.6694944979999999,0.653959897,0.109775808,0.10829642699999999,0.107828287,0.10553825800000001,0.498483936,0.106772285,0.189712855,0.37766681799999996,0.34156351700000004,0.04491671,0.067055159
0.30411021899999996,0.19017649,0.151399541,0.128143684,0.5798550570000001,0.561101351,0.582626612,0.096952589,0.08893485300000001,0.081940935,0.074545011,0.505238101,0.063971328,0.239534054,0.46436677299999995,0.42253342,0.026877416,0.033550589
0.14282963,0.054771022,0.042149726,0.036870077,0.877522782,0.871397759,0.865307504,0.054331860999999995,0.055170419000000005,0.056023965,0.05556693,0.5935460220000001,0.08714903800000001,0.251461953,0.43304584700000004,0.329240185,0.018279608,0.10699978800000001
0.044828997999999995,0.056510552,0.033051738,0.026134098999999997,0.8736329009999999,0.8991564590000001,0.9045278090000001,0.011791542,0.010246301999999999,0.011213333999999998,0.010621475,0.829210535,0.020752667,0.598450612,0.749432592,0.576894892,0.008268115,0.011604808999999999
0.055786014,0.008770128,0.004850703,0.0028945620000000003,0.9803885179999999,0.985200112,0.9894256859999999,0.0013293979999999999,0.001207749,0.0015413789999999998,0.001315081,0.8079909670000001,0.023920768999999998,0.5594917079999999,0.720835225,0.661758692,0.009824452,0.016013753999999998
0.015299103,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.804888477,0.023498916,0.556245226,0.720835225,0.6245057829999999,0.011389256,0.01151732
0.055884910999999995,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.897372477,0.01343605,0.7235897929999999,0.8261461640000001,0.6705060039999999,0.006764758,0.01181856
0.426080224,0.342904773,0.2711099,0.22504033399999998,0.662467734,0.670590433,0.68305491,0.165303723,0.146327023,0.134426656,0.124440522,0.43194860700000004,0.48493842299999995,0.06823848,0.106218793,0.335203531,0.12604167900000002,0.292522815
0.269588306,0.17653809399999998,0.126994199,0.102863718,0.6082781999999999,0.623049455,0.6401352810000001,0.101382771,0.09891172699999999,0.09898173199999999,0.09771111099999999,0.571378281,0.062628743,0.269751253,0.485701316,0.401171373,0.025448405,0.033198152
0.106434448,0.167671326,0.10318449,0.077488849,0.625058714,0.6851757279999999,0.716920404,0.061031055,0.061566648,0.06595612599999999,0.067505599,0.7762805420000001,0.031073151,0.49733607,0.669087608,0.721987473,0.017752676999999998,0.011088901000000002
0.345812205,0.277938174,0.21633511100000002,0.16971149300000002,0.620615664,0.63035171,0.651654663,0.14944946,0.141055396,0.141229687,0.144520666,0.418313372,0.321757546,0.08106439,0.158420336,0.100070325,0.063268527,0.296257803
0.073373529,0.071163673,0.049044264000000004,0.03668027,0.8408660579999999,0.850361963,0.866000902,0.019471099,0.018586286,0.018481633,0.017598318999999998,0.725030395,0.0379455,0.424272825,0.613708579,0.569581527,0.015802991000000002,0.017856807
0.333400066,0.17857962600000002,0.145256355,0.131417861,0.6017032210000001,0.566674471,0.545911206,0.145441022,0.143715154,0.143764496,0.139848299,0.44842074,0.08930002699999999,0.18752455199999998,0.39945528799999996,0.309580177,0.047195692000000004,0.040279696000000004
0.016416912,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8450062859999999,0.014884888,0.643884475,0.79210168,0.461995621,0.002462782,0.019229984
0.162716846,0.077807709,0.068357535,0.063561735,0.8260088740000001,0.791435601,0.767798458,0.071686915,0.072899292,0.07425088,0.073263269,0.371449789,0.09653728800000001,0.14708395800000001,0.350885157,0.30324029,0.035989001,0.082970906
0.231720311,0.10489121900000001,0.080091097,0.06983724,0.770437605,0.760852333,0.749657441,0.090978951,0.09153881900000001,0.09415861,0.09455643300000001,0.277293498,0.235250787,0.059663268,0.17748524699999998,0.047485295999999996,0.034870972,0.328754928
0.030515032999999997,0.024691656,0.015198349,0.010190282,0.944785303,0.9536286,0.962773213,0.0033395070000000002,0.003321896,0.0038712670000000003,0.004131555,0.989893131,0.002048696,0.9658736529999999,0.977303677,0.662262316,0.00168265,0.004422229000000001
0.44666927,0.287167345,0.198629657,0.158572174,0.483878825,0.47357309799999997,0.485299583,0.206331108,0.204844953,0.21347946399999998,0.216202158,0.426212262,0.09222828599999999,0.166449969,0.374035406,0.481398327,0.060831450999999995,0.025181846
0.11296991099999999,0.012901511000000001,0.008039085999999999,0.005350195,0.971150051,0.975472095,0.980454853,0.003406773,0.002978135,0.0026383009999999996,0.002567238,0.697827847,0.048243863,0.380420273,0.569223786,0.37664923,0.008617457,0.07810587599999999
0.432587967,0.154371172,0.12760151,0.11654171,0.693374745,0.672395086,0.660165806,0.19103670000000003,0.19588891600000002,0.20307788100000002,0.200939103,0.426642984,0.191351955,0.12136058699999999,0.259645937,0.337350472,0.053956309,0.156867056
0.057067014000000006,0.021901161000000002,0.012753533000000001,0.008992123000000001,0.95102532,0.961087934,0.967150286,0.0034116359999999996,0.0035583340000000002,0.003084625,0.003212166,0.847451317,0.018129064,0.632283269,0.773490695,0.657343389,0.008359211,0.008740402
0.25058520100000004,0.06486995799999999,0.049807295999999994,0.043525197,0.854939863,0.8480338909999999,0.8409952490000001,0.080982478,0.081160879,0.082094875,0.07991272599999999,0.331463118,0.157621213,0.094620471,0.25283704,0.351156122,0.083128029,0.08913685699999999
0.082427634,0.045131129000000006,0.027905166000000002,0.020060263999999998,0.8990792040000001,0.914859069,0.926716535,0.016135649,0.014023485,0.013895959,0.014078416000000002,0.410634399,0.106352025,0.14769017199999998,0.343168407,0.217362926,0.045500129,0.087268328
0.037695239,0.024353414,0.01775217,0.014662617,0.945541669,0.9458366840000001,0.9464350309999999,0.013521713999999999,0.011871818000000001,0.010060566,0.00809361,0.75446823,0.028441047999999997,0.487182082,0.6768043579999999,0.911906542,0.019222528,0.006456735
0.070339015,0.131153284,0.084244949,0.062517794,0.7067191970000001,0.74296181,0.771612145,0.077206389,0.078326685,0.082984579,0.085913352,0.7092469579999999,0.043200284000000005,0.400138968,0.59055833,0.368230949,0.010722245,0.054876392
0.01482979,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.74638214,0.045709082000000005,0.436196084,0.605537903,0.614863943,0.019397655,0.019189148
0.443930759,0.194936036,0.157974851,0.13959144,0.5651275370000001,0.5262159000000001,0.524268531,0.24531678899999998,0.24753967600000001,0.25307983100000003,0.24839592300000002,0.44102821700000006,0.12172985300000001,0.163164715,0.344984113,0.286781675,0.07323346900000001,0.05465574
0.127245135,0.013372634,0.009670261,0.007224542,0.9700965420000001,0.970495247,0.973607551,0.006508504,0.004910001,0.00431816,0.004369571,0.26567133,1.0,0.020219106,0.0,0.244471768,1.0,0.155707287
0.004748453,0.001497928,0.000949897,0.000711778,0.99665038,0.9971017879999999,0.9973997590000001,0.00018544900000000002,0.000208492,0.000236452,0.0002616,0.907390635,0.010882252,0.7585304490000001,0.856105311,0.601409004,0.005065764,0.007180672
0.020383613000000002,0.000930165,0.0005878459999999999,0.000438929,0.9979199940000001,0.9982064340000001,0.998396518,0.00018544900000000002,0.000129555,0.000146437,0.000161448,0.828029008,0.026406532000000003,0.5742835820000001,0.716749887,0.711022037,0.011266443000000001,0.012001388
0.279178561,0.15684758599999998,0.119546852,0.098723546,0.653217128,0.6413818370000001,0.646523207,0.079577436,0.074585704,0.071165178,0.066840916,0.515945066,0.13275699900000001,0.19095646300000002,0.358601906,0.42100042600000004,0.07031652099999999,0.04538621599999999
0.35756393700000005,0.12493205,0.109238136,0.10247224099999999,0.7491567159999999,0.72103992,0.701266952,0.135771967,0.12453210599999999,0.11585550900000001,0.10613453800000001,0.19958604800000002,0.420181271,0.025787492999999998,0.086246028,0.317652845,0.30203030399999997,0.091851001
0.33473235100000004,0.205240333,0.169404757,0.140979406,0.686392345,0.658401779,0.652318176,0.163359995,0.15881599400000002,0.154318709,0.145256542,0.40946483,0.42466577,0.063065531,0.108034498,0.117180595,0.037305563,0.8344402879999999
0.021671692000000003,0.093886278,0.06166154099999999,0.045387682,0.79005449,0.8118656240000001,0.8341912840000001,0.030252112999999997,0.029753031,0.029807669,0.029938595,0.851152617,0.017583026,0.643061229,0.7812074440000001,0.454853154,0.004276416,0.019066138
0.323632849,0.153743009,0.116739985,0.10006406,0.656204773,0.643816811,0.636113574,0.123605262,0.118876353,0.118894267,0.11767424,0.18379575899999998,0.374337948,0.03718501,0.11438946900000001,0.14823044400000002,0.25267206600000003,0.139289319
0.111742649,0.048126986,0.032553432,0.023180222,0.892379965,0.900676832,0.91531881,0.01855677,0.017817291000000002,0.017594626999999998,0.018200108,0.663880757,0.05514162,0.336646405,0.53018611,0.666133416,0.034617675,0.025680607999999997
