Labels,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61
1,0.523364486,0.922746781,0.587047308,0.305362295,0.690517637,0.267832201,0.228091016,0.184510939,0.142231479,0.118000854,0.782184434,0.640324338,0.453243664,0.342482736,0.46024415,0.433014072,0.41818713,0.402292936,0.657902357,0.631258438,0.619826798,0.630820183,0.410010838,0.403468892,0.395490843,0.391511143,0.429999013,0.429554077,0.429820004,0.431500359,0.665316875,0.644324429,0.645375194,0.659307726,0.609218592,0.607510886,0.605979345,0.605637893,0.097550707,0.08884053,0.081712678,0.076580539,0.434651072,0.445992638,0.44644387,0.446204861,0.492626338,0.513371534,0.466102194,0.487822798,0.510099854,0.0951511,0.204455041,0.401270994,0.406706772,0.399353207,0.096313498,0.354668257,0.123786872,0.007574205,0.193497646
1,0.640186916,0.969957082,0.794862428,0.390800546,0.433696405,0.045435089,0.408457431,0.336417777,0.265009538,0.225597893,0.781005162,0.643211281,0.472113213,0.364576402,0.14993123,0.119819465,0.109832447,0.105714017,0.418914921,0.349372734,0.327326585,0.354486258,0.640130426,0.643930022,0.638665767,0.635375096,0.728310015,0.725309701,0.723242762,0.721635115,0.428868828,0.369207208,0.366039772,0.394377814,0.829613434,0.827143713,0.82510032,0.823596577,0.174208927,0.164389553,0.161243353,0.156311455,0.660854334,0.674034868,0.670824085,0.665806817,0.685708803,0.68701898,0.609202508,0.631209927,0.734430578,0.030786944,0.456110514,0.652292329,0.395730362,0.111440571,0.502616833,0.132056681,0.624983284,0.015616833,0.02091838
1,0.658878505,1,0.834452784,0.499298111,0.431586302,0.012137341,0.224270109,0.199478141,0.178716861,0.165879757,0.93514112,0.885059592,0.802915251,0.740738135,0.192060589,0.169981835,0.15289221,0.145488298,0.659010223,0.583639887,0.51482489,0.492392778,0.561719047,0.563881749,0.57135589,0.570538704,0.793398584,0.79668312,0.800126037,0.805234497,0.666864407,0.599704255,0.546683932,0.528394247,0.867095249,0.866683699,0.866296906,0.866615413,0.257564012,0.260665709,0.265108862,0.260414664,0.615140198,0.645104608,0.661239676,0.666125856,0.48533898,0.534555219,0.5140648,0.555618536,0.597396435,0.11354396,0.250942128,0.414888788,0.20204696,0.15874949,0.48422504,0.167650604,0.447257676,0.071411178,0.053542131
1,0.551401869,1,0.809038905,0.463415969,0.384074252,0.060326311,0.39888067,0.325823559,0.266111263,0.230888773,0.847343044,0.75081411,0.607072021,0.504421902,0.122844824,0.096353777,0.087689338,0.086263036,0.433480839,0.349330069,0.305122012,0.317319052,0.6732711,0.675305718,0.67206046,0.663577008,0.76773386,0.771660621,0.775946333,0.7792893,0.443364038,0.372670282,0.348253774,0.363816312,0.854129754,0.857003955,0.860149935,0.862822648,0.237333711,0.228320022,0.221714797,0.209795573,0.705502055,0.727129793,0.724080939,0.714572201,0.672158252,0.670703439,0.602861398,0.625229267,0.587045761,0.040724976,0.316700714,0.557421698,0.386381084,0.068900088,0.597074752,0.070142458,0.56172337,0.025314509,0.016870096
1,0.593457944,0.935622318,0.690687113,0.268074754,0.46884262,0.122261837,0.336239835,0.215762071,0.151664266,0.12099032,0.668465831,0.594609097,0.460109339,0.375592422,0.318862215,0.29591939,0.289944045,0.295189177,0.483130225,0.512304501,0.518799889,0.553079981,0.511711496,0.492351265,0.474578477,0.461396944,0.569453233,0.566614658,0.564082166,0.561803389,0.49559322,0.534894519,0.557728022,0.593573628,0.72265187,0.722141127,0.722072358,0.721898091,0.093155506,0.090631862,0.088331266,0.083573486,0.532578968,0.542564695,0.539935657,0.53127281,0.614219645,0.557554375,0.475417863,0.48907737,0.563345932,0.065845985,0.257296551,0.468452111,0.433870159,0.219683789,0.22207959,0.203731743,0.237642444,0.014301851,0.069374784
1,0.570093458,0.888412017,0.71006094,0.269588306,0.392424246,0.102709778,0.262368962,0.176538094,0.126994199,0.102863718,0.758645044,0.689495172,0.588648782,0.541460885,0.30346852,0.279266726,0.273530662,0.268804307,0.595427536,0.587896877,0.589029212,0.602700364,0.486846831,0.472836188,0.461139774,0.454807652,0.598571489,0.595742087,0.592185812,0.588833583,0.605305822,0.6082782,0.623049455,0.640135281,0.744140236,0.744093868,0.743962689,0.744125059,0.101382771,0.098911727,0.098981732,0.097711111,0.519198267,0.539729643,0.545285988,0.549547981,0.535923686,0.503664208,0.441520804,0.454208803,0.571378281,0.062628743,0.269751253,0.485701316,0.416059283,0.110277279,0.417177262,0.120399252,0.401171373,0.025448405,0.033198152
1,0.570093458,0.927038627,0.739206781,0.2495974,0.437761484,0.144403333,0.28912756,0.195467559,0.14192393,0.117122995,0.723824589,0.645528479,0.530269541,0.465447825,0.264804237,0.235226549,0.225322507,0.220246479,0.554165827,0.543326482,0.548079788,0.566062058,0.493454821,0.481991757,0.473733758,0.469477882,0.650514848,0.649578274,0.646964471,0.643230773,0.565051584,0.565948734,0.584795426,0.605205373,0.780123174,0.7806611,0.780404547,0.779974088,0.097336329,0.095362859,0.096892256,0.096160399,0.521156944,0.542499579,0.54782187,0.549233516,0.566140571,0.52847833,0.465174663,0.483678668,0.468291824,0.091321471,0.194334801,0.402178847,0.401651696,0.07919751,0.443073477,0.068614732,0.332635512,0.036155095,0.0414891
1,0.41588785,0.798283262,0.546199127,0.363182177,0.531171722,0.109001942,0.267439012,0.188690642,0.145972671,0.129175762,0.849113565,0.800855165,0.717224517,0.650510454,0.23586065,0.207074912,0.18748827,0.169411546,0.587609528,0.558145356,0.52823077,0.507594629,0.56527328,0.55333523,0.550128522,0.554118711,0.385937754,0.385591899,0.384894735,0.384599427,0.597678703,0.580130591,0.567225607,0.553373898,0.568214617,0.566118045,0.563843758,0.562112217,0.160746718,0.16149553,0.164053179,0.162511203,0.609501404,0.639264169,0.653728959,0.660984927,0.541429892,0.518762598,0.466072954,0.489645434,0.511963997,0.066420351,0.226688577,0.448479346,0.37569888,0.212266264,0.259937569,0.178163154,0.228584056,0.015117701,0.081637934
1,0.41588785,0.776824034,0.58497584,0.430169926,0.442387225,0.052341739,0.298385912,0.214771506,0.166640713,0.151371358,0.877100618,0.836560147,0.771187218,0.707352167,0.157123875,0.134548973,0.123121308,0.113139207,0.543112348,0.505155793,0.480119419,0.463663922,0.630313229,0.61874787,0.613445601,0.614470799,0.431931319,0.4284934,0.424474386,0.420466837,0.553953574,0.529005671,0.521326948,0.509629173,0.608596043,0.606115663,0.60332758,0.600424266,0.213513657,0.217154832,0.222772928,0.218165556,0.679249359,0.71133071,0.723120642,0.724162322,0.577110528,0.553629945,0.495313755,0.529367717,0.581959389,0.047698321,0.299658813,0.532001816,0.30782162,0.1528755,0.463212833,0.143255979,0.458224709,0.019571723,0.047312778
1,0.41588785,0.772532189,0.643084868,0.421777376,0.305207857,0.09819737,0.24877535,0.178519225,0.133075096,0.113231945,0.890096569,0.858444936,0.819555985,0.802901306,0.276519094,0.252503939,0.245128313,0.236912085,0.616388861,0.580880903,0.572479704,0.576063065,0.556930515,0.543777689,0.533594714,0.530804702,0.506389283,0.505525245,0.504016968,0.502368855,0.625755343,0.601838286,0.607574901,0.614739591,0.671304419,0.672164877,0.673008738,0.673958912,0.194334044,0.199925736,0.208036058,0.209241565,0.605344043,0.636142825,0.649239251,0.66014219,0.519723753,0.505770592,0.45116743,0.474953177,0.540430033,0.07867182,0.235193197,0.438946891,0.248461715,0.105153564,0.674087954,0.092931148,0.587574561,0.053508628,0.031241795
1,0.41588785,0.755364807,0.602298956,0.408933453,0.367147519,0.057958363,0.231091408,0.169761177,0.134496049,0.121049635,0.895304401,0.860200486,0.804401462,0.761596002,0.228710852,0.203673698,0.187392203,0.175906657,0.643657468,0.601502177,0.564516714,0.54245391,0.543306137,0.53517651,0.532954315,0.534766751,0.448169633,0.445338882,0.442064707,0.438424116,0.652358143,0.621422756,0.600588308,0.58462013,0.625248627,0.625581808,0.625852317,0.626113698,0.18714721,0.190573703,0.195894795,0.193756634,0.592858005,0.628791552,0.648310409,0.658204284,0.496489757,0.492755155,0.450198299,0.481893857,0.529081708,0.056455207,0.257019723,0.491148434,0.276248897,0.127349244,0.577481951,0.11835629,0.528667143,0.031834438,0.033962329
1,0.570093458,0.772532189,0.670599273,0.22289084,0.401296399,0.084158051,0.24104781,0.155168457,0.109907735,0.08559125,0.652637248,0.576588957,0.445316778,0.385688439,0.452051701,0.419626309,0.40757635,0.402978881,0.628304713,0.636999211,0.644934679,0.665527205,0.40197225,0.391455854,0.383900529,0.375693467,0.535436727,0.533483315,0.532291889,0.531177949,0.637380251,0.655027004,0.674269422,0.697409928,0.697446217,0.696317729,0.695672832,0.695063996,0.063544256,0.062350526,0.062796425,0.061371653,0.423034952,0.440782942,0.444822264,0.445038241,0.510003665,0.472040138,0.412849902,0.418959221,0.694924585,0.025232162,0.446309416,0.67135724,0.484310853,0.076885628,0.556025124,0.101991069,0.631384232,0.015259741,0.011279293
1,0.570093458,0.806866953,0.708989921,0.205332772,0.372110056,0.109482795,0.258854218,0.169145094,0.117273329,0.088485812,0.650379862,0.553024737,0.418470773,0.366529392,0.407266975,0.385411437,0.385461395,0.39465978,0.600847266,0.604090502,0.620357231,0.651743765,0.416207151,0.398737289,0.384160756,0.367882239,0.592318597,0.590213744,0.588252523,0.585986116,0.61059322,0.623772892,0.651796397,0.685171459,0.740575102,0.740174843,0.739269013,0.737894902,0.067569373,0.063057058,0.062170483,0.059528129,0.437588931,0.447981607,0.446011103,0.440422341,0.531800714,0.493258155,0.425673153,0.425308208,0.636867911,0.049222611,0.332412268,0.544711757,0.483175766,0.036470015,0.65056237,0.043359966,0.679590791,0.030454811,0.013785941
1,0.434579439,0.755364807,0.580471747,0.369669543,0.408611224,0.062543584,0.298324679,0.202184076,0.150745513,0.12195122,0.829556052,0.784302361,0.708750629,0.681260877,0.187288781,0.166880291,0.154166156,0.149634728,0.541595327,0.533504119,0.514313942,0.527131854,0.576277512,0.561871819,0.557284778,0.552228287,0.42325769,0.421457316,0.419301732,0.417212381,0.552630803,0.556051148,0.554316683,0.571861613,0.602745136,0.601911393,0.60107066,0.600424266,0.160725939,0.161662355,0.165994212,0.166893354,0.616124175,0.641797117,0.656621665,0.664017992,0.577523268,0.540463611,0.475107984,0.481812437,0.651030019,0.035105704,0.375786766,0.603722197,0.385607104,0.151324176,0.472262595,0.152900433,0.550701017,0.013321514,0.04003574
1,0.560747664,0.755364807,0.646953822,0.217615706,0.415366208,0.075855695,0.235353189,0.156593904,0.120232024,0.100479264,0.669115109,0.579207537,0.399953632,0.291632512,0.399734711,0.369344647,0.345478423,0.332648688,0.637085809,0.631291622,0.601027821,0.597619724,0.389327378,0.379336271,0.377852455,0.375798136,0.506223184,0.504180412,0.501996311,0.500341078,0.645946942,0.649829691,0.634986765,0.636884979,0.675816732,0.675735406,0.675566934,0.675556315,0.065270318,0.062828153,0.06138565,0.059006042,0.410244249,0.427451048,0.436280489,0.43754981,0.502380511,0.472646426,0.425434274,0.441278733,0.752243204,0.022446491,0.50422146,0.706309578,0.507838959,0.082602555,0.512868276,0.103091622,0.674704867,0.011362001,0.013219417
1,0.509345794,0.772532189,0.709919798,0.17505839,0.280672169,0.299284989,0.236896248,0.164131866,0.110978316,0.084203284,0.564803452,0.410003992,0.267759331,0.229720528,0.504531656,0.464381909,0.449792449,0.440865199,0.634706416,0.613543105,0.630797017,0.662562163,0.347656933,0.338022229,0.328833635,0.323395299,0.587816813,0.588284676,0.589114185,0.589595311,0.643625645,0.632973541,0.662308357,0.695511751,0.737344472,0.738340591,0.739466103,0.740454733,0.04818676,0.043284114,0.044119406,0.045091033,0.36112011,0.370344104,0.375119142,0.378831729,0.504013582,0.484998487,0.41168562,0.413059743,0.570420963,0.072889619,0.254171793,0.457557876,0.528308015,0,0.959300488,0,0.917312626,0.057245686,0.01224772
