Labels,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61
1,0.429906542,0.605150215,0.522877472,0.250585201,0.372915441,0.078798036,0.098106691,0.064869958,0.049807296,0.043525197,0.899217008,0.883256039,0.84362647,0.818860649,0.480711924,0.479722978,0.475142494,0.470305205,0.84871966,0.847260357,0.83380345,0.823587999,0.338112309,0.315740217,0.304837382,0.297871028,0.352119817,0.350349316,0.348326203,0.346201172,0.852413412,0.854939863,0.848033891,0.840995249,0.544013636,0.544183906,0.544120097,0.543996925,0.080982478,0.081160879,0.082094875,0.079912726,0.38240119,0.396281097,0.407420532,0.41584071,0.27973115,0.27339689,0.25437375,0.278770071,0.331463118,0.157621213,0.094620471,0.25283704,0.115745529,0.169691689,0.580579401,0.09340889,0.351156122,0.083128029,0.089136857
1,0.495327103,0.587982833,0.550881723,0.176502199,0.3282554,0.073573761,0.053749878,0.041205107,0.032179702,0.024461422,0.809922686,0.691450648,0.489620196,0.456719452,0.792698257,0.795493533,0.795446629,0.795756416,0.917117786,0.902980461,0.892623051,0.900855398,0.147194969,0.133059432,0.123156327,0.117111995,0.367476107,0.368267505,0.368559364,0.368594024,0.919141489,0.907858449,0.901817113,0.910638376,0.55936363,0.560858366,0.561798528,0.562035336,0.024915207,0.020929949,0.018322678,0.017995588,0.166438859,0.166670622,0.162583251,0.162271364,0.178089145,0.196777339,0.188514249,0.191853134,0.398266277,0.113242941,0.145379845,0.338629142,0.153915758,0.116552524,0.683828328,0.10440972,0.418033505,0.073972313,0.051297242
1,0.523364486,0.583690987,0.557228966,0.113802985,0.272685105,0.172168444,0.020476144,0.012937751,0.010211391,0.007604157,0.777678672,0.713012126,0.464866162,,0.928345893,0.93230179,0.934026215,0.934997519,0.968425823,0.969537401,0.965926719,0.969179588,0.063005139,0.054325642,0.049071,0.046239948,0.377082927,0.378082752,0.378945142,0.379255165,0.969196758,0.971069012,0.968844216,0.972220756,0.567661757,0.568173052,0.568643612,0.568758097,0.008205513,0.006978663,0.005600005,0.005410538,0.070993903,0.068672184,0.065736825,0.065080573,0.083143877,0.081390505,0.080376206,0.080154267,0.448859469,0.157322452,0.136074454,0.29005901,0.204509385,0.117953378,0.716141003,0.135006387,0.572276266,0.09594671,0.051874311
1,0.429906542,0.557939914,0.496595985,0.188289572,0.33782932,0.08423914,0.07842657,0.053116053,0.041994005,0.037961469,0.911701423,0.899258414,0.865498268,0.844037306,0.481906994,0.474867066,0.463887997,0.453409868,0.879066371,0.874935529,0.85987477,0.846138347,0.290555583,0.276447362,0.272742158,0.272176629,0.338530203,0.340602744,0.342785381,0.345477801,0.88201916,0.881223571,0.871872876,0.861320468,0.527937141,0.528186595,0.528413235,0.528874272,0.072156832,0.07458434,0.077584583,0.077786228,0.327342449,0.344485515,0.361236644,0.375870589,0.237408678,0.238486539,0.229075361,0.257444338,0.383031942,0.169198075,0.104590123,0.253744893,0.15185912,0.154527031,0.590021873,0.105225267,0.428858538,0.087162083,0.084019282
1,0.38317757,0.635193133,0.551794995,0.323632849,0.242531076,0.145866745,0.208361908,0.153743009,0.116739985,0.10006406,0.85043052,0.786904205,0.702992257,0.649266907,0.363261556,0.337878764,0.319147979,0.300739298,0.678706315,0.638004202,0.610463033,0.596481788,0.466415703,0.452200827,0.442856777,0.44062477,0.384142551,0.386221387,0.388193466,0.389592601,0.686551216,0.656204773,0.643816811,0.636113574,0.568947504,0.570579036,0.57224035,0.573644272,0.123605262,0.118876353,0.118894267,0.11767424,0.514759392,0.540592651,0.552654215,0.561928823,0.465260224,0.46719769,0.416939048,0.436978422,0.183795759,0.374337948,0.03718501,0.114389469,0.053819334,0.225834544,0.599489576,0.143138979,0.148230444,0.252672066,0.139289319
1,0.275700935,0.442060086,0.309852548,0.17667508,0.553210687,0.07211607,0.075781327,0.052210048,0.041958968,0.038412262,0.901562073,0.882057561,0.833580092,0.792433613,0.534685384,0.531979874,0.52561634,0.518745014,0.883145332,0.877068764,0.859991682,0.84431124,0.268877116,0.253532989,0.248058456,0.246184784,0.153504191,0.151695431,0.149857225,0.147888583,0.885998526,0.88324955,0.871979777,0.859673648,0.321800512,0.320824285,0.319899981,0.318842808,0.063897319,0.064621609,0.065571474,0.063836916,0.302912163,0.317532096,0.33053328,0.341515985,0.230022994,0.235295623,0.22807485,0.259638005,0.36722717,0.229840498,0.079446966,0.192918747,0.144793279,0.318104049,0.209855543,0.238239705,0.140836308,0.036663259,0.363268432
1,0.401869159,0.570815451,0.484117364,0.29104468,0.418398805,0.02147616,0.066045361,0.0471485,0.038478608,0.038008921,0.94837203,0.941564524,0.922777898,0.894477086,0.409046328,0.402369429,0.390650278,0.37060896,0.898158173,0.888986438,0.871604916,0.84594602,0.312481857,0.297014247,0.292982955,0.301091889,0.312686595,0.311828009,0.310769498,0.309740266,0.900644805,0.894568023,0.882598638,0.861147118,0.504673467,0.504793985,0.504984667,0.505257763,0.087276778,0.091088927,0.095628541,0.096352877,0.357318063,0.377623378,0.397075503,0.421889192,0.209136935,0.219061973,0.213953628,0.257873799,0.302644249,0.129041132,0.100694629,0.277802996,0.102705594,0.21945003,0.578037677,0.1152895,0.360105308,0.061591553,0.117589091
1,0.238317757,0.296137339,0.240294406,0.085478737,0.58859102,0.105987942,0.06996424,0.034971793,0.022365399,0.014532125,0.253834535,0.247084657,0.103198486,0.138605324,0.884394542,0.886865713,0.885529052,0.894822859,0.892115268,0.91765712,0.925371332,0.941099836,0.096104376,0.085359923,0.081427191,0.073535499,0.123913753,0.123940742,0.123906916,0.123925006,0.894749447,0.921797188,0.931761349,0.946911741,0.281222796,0.281461648,0.281487218,0.281783624,0.006897021,0.006402291,0.006503776,0.00646177,0.098754017,0.096163444,0.096624023,0.092354383,0.217964099,0.177077255,0.148154017,0.134407757,0.537289732,0.106187553,0.20569273,0.386291421,0.279036631,0.237959392,0.248950982,0.187914705,0.295355601,0.016231236,0.165658272
1,0.228971963,0.296137339,0.249173904,0.079122442,0.466644136,0.088635404,0.041344176,0.018494582,0.013999299,0.010735978,0.591341021,0.656903323,0.446573906,,0.902270201,0.913976557,0.913862599,0.913870321,0.936247356,0.956453558,0.95328726,0.956486001,0.083604402,0.066430349,0.061316454,0.058434225,0.12361389,0.12365216,0.1237025,0.123641048,0.937803979,0.958643004,0.957286999,0.960779695,0.281117683,0.281704726,0.282097071,0.282233517,0.008867341,0.008073165,0.006894135,0.006540584,0.091168758,0.083224474,0.081618132,0.080967043,0.145733286,0.108273499,0.10354329,0.10632391,0.41895971,0.132537894,0.139236218,0.311847481,0.261271743,0.136831011,0.376812456,0.073189416,0.306721866,0.03751069,0.105740075
1,0.397196262,0.575107296,0.492436445,0.215192183,0.354041822,0.080332034,0.098596551,0.071513995,0.055335384,0.049456676,0.895890153,0.863954903,0.819207273,0.786913043,0.420453163,0.408804963,0.399234997,0.388653779,0.847964297,0.831616632,0.815357373,0.799547116,0.322411748,0.310895418,0.305792639,0.305576312,0.324516741,0.323654284,0.322376259,0.320948668,0.851676492,0.840082679,0.831167244,0.819326572,0.517846866,0.519221205,0.520076368,0.520944205,0.07959854,0.080383948,0.08285239,0.082383619,0.361699529,0.383312837,0.399512466,0.414356642,0.279674018,0.292805395,0.274560163,0.304433863,0.37463185,0.195170611,0.095442425,0.231956423,0.142570964,0.134327784,0.543388151,0.078754758,0.364946184,0.100640832,0.08791378
1,0.308411215,0.386266094,0.329363366,0.106935466,0.498940647,0.071791004,0.087733908,0.061427139,0.047533772,0.040381513,0.898566053,0.875176045,0.835171571,0.825720932,0.469057439,0.457909085,0.445823529,0.436081431,0.864714473,0.855366651,0.841389723,0.836329667,0.299495598,0.288629273,0.285698234,0.283938065,0.160456107,0.159375878,0.15831271,0.157375947,0.868017686,0.862638585,0.854970596,0.852479647,0.330454629,0.330151813,0.330049153,0.330118595,0.072733542,0.07459541,0.077608666,0.079015564,0.335475743,0.355355468,0.372175224,0.385397117,0.25735144,0.263708171,0.249231755,0.268963975,0.485371778,0.109534204,0.17364042,0.356786201,0.274797385,0.164820481,0.32059765,0.141301894,0.255258218,0.035857428,0.081847375
1,0.35046729,0.69527897,0.56646547,0.340656044,0.362910538,0.079051794,0.19880964,0.167115642,0.139272784,0.131287368,0.886164406,0.811167386,0.705038635,0.599414566,0.249187896,0.209213539,0.181727225,0.165502476,0.693435895,0.608944798,0.544039837,0.513396496,0.512811611,0.519598396,0.525531188,0.535386539,0.413703223,0.41377775,0.41424263,0.414521201,0.70092115,0.628375918,0.582279682,0.55730893,0.596069003,0.597770372,0.599618029,0.601395236,0.151350314,0.149211149,0.149957429,0.14443348,0.562794048,0.60654394,0.627065432,0.631409137,0.449998312,0.486086043,0.451446144,0.497716569,0.342156438,0.149511654,0.111100819,0.278710849,0.233226977,0.054215472,0.617926276,0.013679765,0.364364895,0.089781743,0.050113227
1,0.317757009,0.69527897,0.590754363,0.387900685,0.240656539,0.162996811,0.224306848,0.177359539,0.141285475,0.128321629,0.901118105,0.851706575,0.785253615,0.727545566,0.261897831,0.234499064,0.222654398,0.212861853,0.660514654,0.600298084,0.56891606,0.554522434,0.524261727,0.520401789,0.511555359,0.511147188,0.449691348,0.448946325,0.447590638,0.44602225,0.668179808,0.618694437,0.602650315,0.592377517,0.626540183,0.62828916,0.629971976,0.631287461,0.188478883,0.18905616,0.190291749,0.18679294,0.571334677,0.603663647,0.612679088,0.615789693,0.485153237,0.50443113,0.461546333,0.502009728,0.431407581,0.235174701,0.128202875,0.249205629,0.164842014,0.109987738,0.658654455,0.127465553,0.391102665,0.172610759,0.057964234
1,0.317757009,0.699570815,0.605541072,0.384751845,0.180849927,0.228888967,0.200695601,0.155337577,0.124284658,0.110764449,0.914259061,0.877037694,0.827416794,0.796876027,0.335355379,0.314641891,0.309022443,0.306458142,0.696923154,0.650936348,0.626752737,0.623888395,0.480073825,0.471657264,0.45926184,0.454085006,0.468420357,0.466987889,0.465214594,0.463365614,0.703699337,0.666901945,0.655433417,0.655060665,0.642100403,0.64346794,0.645262094,0.646447131,0.187324769,0.188489976,0.190374237,0.189571669,0.524519185,0.551367778,0.557121468,0.558701512,0.452956195,0.471390292,0.43634803,0.473502252,0.389436088,0.310451878,0.09190508,0.189287335,0.136696951,0.117272909,0.705605758,0.138690642,0.347912447,0.23363375,0.072606063
1,0.317757009,0.699570815,0.618733706,0.365745707,0.104336178,0.347356691,0.202593808,0.143378311,0.108292132,0.09489181,0.893638255,0.862144063,0.81970452,0.791102412,0.419142277,0.409828071,0.414428594,0.4103698,0.693996122,0.681446352,0.682125607,0.687067837,0.430062604,0.410889629,0.391478716,0.385584318,0.487600584,0.487202506,0.486159738,0.484309184,0.700843773,0.695654647,0.705881319,0.712109958,0.658621741,0.660791023,0.662945835,0.664027107,0.159523543,0.157706132,0.156532695,0.152666457,0.466242863,0.477887572,0.475664205,0.478104017,0.456272372,0.451854747,0.40478824,0.435610827,0.450797409,0.320695292,0.103578495,0.191103041,0.169332439,0.108655473,0.772732205,0.13854975,0.455777452,0.248868615,0.070249943
1,0.317757009,0.699570815,0.615043256,0.341169982,0.127388137,0.353512315,0.230834231,0.169724937,0.125456457,0.106541236,0.859788756,0.795544859,0.718583568,0.660974099,0.353865456,0.335975158,0.338908107,0.337278135,0.650449441,0.619411872,0.625960335,0.636646091,0.462393524,0.44730333,0.427992251,0.419491293,0.481054192,0.482269969,0.482629076,0.482684606,0.658360354,0.636739161,0.654423793,0.666952435,0.652972348,0.65569257,0.658054404,0.659801535,0.146194852,0.139017979,0.13528316,0.128549945,0.497318055,0.511718434,0.509405439,0.508706836,0.495683123,0.49679656,0.439744341,0.46664313,0.398940469,0.256378943,0.097946853,0.212437585,0.195505378,0.093322049,0.791940628,0.116139561,0.440891473,0.197052225,0.05556803
1,0.280373832,0.699570815,0.585436627,0.385503572,0.24528306,0.196701644,0.277530126,0.203295442,0.149854012,0.126577774,0.868535113,0.817536382,0.757613486,0.717808536,0.21400357,0.19147521,0.187042874,0.1833604,0.572049048,0.539003125,0.538107648,0.550307265,0.565655175,0.554043143,0.539942564,0.533246099,0.436538934,0.43712209,0.437956943,0.43865035,0.582498158,0.560502901,0.574169439,0.588971201,0.61373497,0.615141823,0.616743014,0.618004243,0.186644783,0.184856522,0.18740225,0.184491237,0.609398297,0.634807054,0.641635138,0.645209578,0.553077271,0.543988629,0.479301944,0.503784981,0.389926706,0.163379843,0.11380988,0.267362687,0.23141978,0.053226634,0.757395856,0.03976715,0.47284186,0.11406692,0.041884287
1,0.317757009,0.69527897,0.536950169,0.443930759,0.386388956,0.060395235,0.244415597,0.194936036,0.157974851,0.13959144,0.920961712,0.880092956,0.822879058,0.782904936,0.164350795,0.136364821,0.120180037,0.115046865,0.623111592,0.54222668,0.48284736,0.47640559,0.612475242,0.61047899,0.611062235,0.61129031,0.382703129,0.380729672,0.378460268,0.376304472,0.632313928,0.565127537,0.5262159,0.524268531,0.565668673,0.566389648,0.567053615,0.568080411,0.245316789,0.247539676,0.253079831,0.248395923,0.671609739,0.715228962,0.735802565,0.740439904,0.510776914,0.523584903,0.473308752,0.506462391,0.441028217,0.121729853,0.163164715,0.344984113,0.205250413,0.177660837,0.481595287,0.192901429,0.286781675,0.073233469,0.05465574
1,0.317757009,0.69527897,0.53719094,0.520010956,0.368571057,0.03858187,0.277640345,0.220171295,0.172137657,0.156187719,0.939271517,0.913350901,0.888193628,0.868530352,0.135533835,0.115798774,0.109913768,0.104614171,0.578274499,0.506701203,0.48017138,0.47340048,0.655958571,0.650360769,0.642347395,0.643968484,0.383713413,0.378718912,0.373618457,0.368423451,0.587947679,0.529119126,0.520205672,0.516996523,0.563940986,0.563089482,0.562166829,0.561465852,0.333412611,0.345253149,0.362862173,0.365130675,0.714538823,0.753391127,0.769444846,0.780234982,0.552033735,0.558855051,0.500039518,0.53790773,0.531207586,0.140995575,0.197215748,0.355878348,0.164098838,0.258576921,0.451838192,0.293342459,0.32415413,0.092777812,0.067505214
1,0.317757009,0.699570815,0.545319064,0.537558396,0.351367398,0.036939112,0.261768884,0.204551769,0.166329272,0.156970675,0.951648625,0.935622739,0.915741237,0.898646562,0.161333667,0.146793106,0.140330305,0.134177313,0.607532229,0.55174565,0.516769089,0.501448177,0.636436994,0.625750664,0.618745483,0.619833129,0.394374703,0.388829276,0.383038256,0.37697893,0.616024318,0.571113631,0.552095512,0.539930651,0.572552128,0.571437253,0.570396856,0.569711983,0.36188236,0.379213455,0.401115183,0.406749062,0.694199434,0.729129417,0.745936192,0.758027116,0.533688456,0.542914677,0.497993504,0.543132915,0.490685261,0.170830291,0.168601432,0.318656378,0.137911724,0.269028069,0.471121808,0.296476676,0.298665758,0.116378562,0.07790762
1,0.317757009,0.699570815,0.550885874,0.520320434,0.319403177,0.058583854,0.289592926,0.218480086,0.169607194,0.158880611,0.935819227,0.91598272,0.893953639,0.86929224,0.153806143,0.140154681,0.138391598,0.133351383,0.564627606,0.523729161,0.513175135,0.50242584,0.645410294,0.632157097,0.62097521,0.621634561,0.402760395,0.399554038,0.395421234,0.391127606,0.574167281,0.544051946,0.548137789,0.540025993,0.580461743,0.580804467,0.580973389,0.581634135,0.336318157,0.351320873,0.370010674,0.372459417,0.698527604,0.728725262,0.741569425,0.750970343,0.566805383,0.561660842,0.503689221,0.549091597,0.496355036,0.154930416,0.175252566,0.330458466,0.149106711,0.253243924,0.538432585,0.280309669,0.392554319,0.105263089,0.071290812
1,0.289719626,0.682403433,0.55067001,0.424788173,0.299792176,0.105289621,0.32940629,0.243679105,0.181118854,0.160102496,0.86496254,0.810335784,0.742932908,0.678370549,0.164444777,0.140114703,0.136453783,0.131039352,0.500062947,0.461742085,0.469116725,0.477535512,0.631957202,0.623787579,0.611000661,0.607960591,0.396952122,0.395591307,0.39413775,0.39261973,0.511488578,0.485433604,0.508026053,0.518608673,0.578874593,0.579489857,0.580228161,0.580868179,0.217977821,0.217939922,0.221053422,0.21573507,0.673759328,0.70099743,0.707647231,0.707818887,0.609191078,0.589507814,0.517802963,0.550764103,0.539042586,0.108757591,0.220646828,0.403540626,0.290282142,0.069613903,0.686772601,0.060310349,0.612699609,0.076281418,0.034175637
1,0.252336449,0.682403433,0.541184431,0.415720797,0.288836699,0.143960302,0.314330851,0.239571882,0.184163195,0.16408845,0.863831235,0.80248893,0.72552469,0.659438999,0.197000774,0.17019761,0.160124645,0.150164336,0.524870329,0.488099392,0.478391724,0.472831512,0.618309424,0.61231674,0.604352453,0.60395739,0.383175943,0.382483922,0.381183126,0.379796969,0.535537951,0.508880941,0.514558909,0.512576113,0.565977044,0.566227182,0.565958003,0.565463631,0.206197043,0.206214154,0.211765464,0.209398741,0.660652477,0.688458376,0.700317064,0.706415674,0.593894495,0.589305208,0.524079259,0.557258061,0.499244909,0.133186409,0.17659931,0.343168407,0.248233028,0.096919365,0.63333671,0.109740981,0.462318359,0.092954097,0.037364663
1,0.672897196,0.969957082,0.830388722,0.49311729,0.416881538,0.022905452,0.229793279,0.168794772,0.140833885,0.136720604,0.923466156,0.896112152,0.838255067,0.770734861,0.184141895,0.170758518,0.159803308,0.153671424,0.64565918,0.604991202,0.536717698,0.49509337,0.569529199,0.555508109,0.552206134,0.552774558,0.799064315,0.806226103,0.813369045,0.819904677,0.65431098,0.624621102,0.575777709,0.540476702,0.87319355,0.87703935,0.880547819,0.883620211,0.239362157,0.243929824,0.250254952,0.246824209,0.622624443,0.650367436,0.661673322,0.661182352,0.486923898,0.477377486,0.43335018,0.470075878,0.519558963,0.089591518,0.23169317,0.434861552,0.193198311,0.168911403,0.552776502,0.182991413,0.422296542,0.057905124,0.060445644
1,0.752336449,0.969957082,0.8365201,0.407498917,0.450230246,0.019058125,0.199250514,0.16300842,0.141705921,0.133648097,0.926151414,0.880369839,0.798664216,0.722495605,0.193713725,0.170313871,0.152263596,0.145897749,0.692756068,0.616188316,0.534812469,0.490878202,0.541082178,0.540077524,0.545350217,0.547159413,0.798287102,0.802184282,0.805880006,0.809698169,0.700257922,0.635485755,0.573943758,0.538179822,0.875364339,0.878692534,0.881539245,0.884391862,0.212685218,0.213982415,0.217287394,0.212581457,0.594349779,0.631881103,0.647932447,0.646195378,0.444939512,0.468158195,0.436492762,0.463737273,0.510881903,0.077812978,0.225092625,0.434861552,0.185285828,0.278384624,0.42548941,0.280911632,0.321120144,0.044196464,0.069899767
1,0.752336449,0.888412017,0.787809475,0.225199526,0.410059024,0.035371367,0.085039679,0.070052307,0.057632265,0.051164943,0.904791021,0.84946867,0.7692742,0.719075717,0.472720094,0.445215524,0.424114848,0.405399565,0.86886897,0.835058252,0.807693158,0.792623341,0.309809975,0.313087188,0.315683405,0.321571246,0.701325342,0.702356966,0.704024022,0.706121649,0.872070744,0.843351259,0.824159271,0.813085993,0.81475416,0.814533382,0.814377131,0.814581643,0.07484635,0.075933977,0.076904774,0.076781821,0.346274534,0.378108414,0.39734661,0.415317021,0.25167169,0.289127455,0.284141578,0.31588694,0.355810099,0.12270349,0.128956934,0.31320926,0.18972173,0.161991586,0.452331748,0.101717551,0.277477481,0.04667049,0.106404833
1,0.691588785,0.836909871,0.738222938,0.195835148,0.495281091,0.0714963,0.104425884,0.082700137,0.06701055,0.061438265,0.880230143,0.814960781,0.717476942,0.624269411,0.441482105,0.422446292,0.408055739,0.395349239,0.838975476,0.805278288,0.776399779,0.75303602,0.325749004,0.324300455,0.325397802,0.328532545,0.623697096,0.622638254,0.621340376,0.620018825,0.842907148,0.815068585,0.795545362,0.777219999,0.760868315,0.759020889,0.757277256,0.755469184,0.076351004,0.075207002,0.074898813,0.071308412,0.361937609,0.389298534,0.406424307,0.417442627,0.291154664,0.321913921,0.310302439,0.34851241,0.339044947,0.102176398,0.134546301,0.334543804,0.224753243,0.128023704,0.460373749,0.098811781,0.25678056,0.039175574,0.060453684
1,0.691588785,0.862660944,0.736271856,0.207242488,0.587524868,0.117432245,0.109067307,0.093692997,0.081278468,0.073929961,0.870442427,0.78244466,0.643503525,0.538597335,0.442747341,0.404621428,0.370676795,0.344853638,0.831818411,0.779395033,0.728790716,0.700354431,0.323582686,0.332683526,0.343886313,0.352553994,0.62189687,0.621561788,0.621500382,0.622124903,0.835924834,0.790486699,0.752012785,0.72992161,0.76072952,0.760747244,0.76079768,0.760865046,0.074466932,0.073727866,0.073357105,0.071124331,0.358551909,0.394648372,0.419240604,0.434584057,0.300688732,0.348570546,0.346306565,0.382118501,0.33005909,0.118151357,0.126443515,0.314117113,0.261371015,0.129396609,0.393059585,0.06260161,0.242038378,0.034600223,0.090901895
1,0.504672897,0.86695279,0.739808711,0.329435379,0.256970643,0.220138847,0.134184873,0.111438615,0.088573987,0.076527949,0.932289987,0.889827325,0.843588227,0.82706735,0.321607299,0.295332356,0.280137958,0.269772092,0.793087169,0.737612066,0.705555588,0.693927502,0.44303435,0.438032537,0.430055053,0.426265395,0.653495654,0.658540411,0.663460482,0.667928753,0.798139278,0.750804513,0.730665787,0.723759039,0.778275274,0.779535,0.780555849,0.781204174,0.147915449,0.144481903,0.143236534,0.141749126,0.496832777,0.532314711,0.547661858,0.560074669,0.347721927,0.388371445,0.363356775,0.387560691,0.135547913,0.338863951,0.022667448,0.098048116,0.079360185,0.122318534,0.674299777,0.088486773,0.126672262,0.195722311,0.108930416
1,0.785046729,0.892703863,0.771569832,0.232011612,0.614305919,0.074228024,0.15856765,0.119097377,0.090929264,0.07925643,0.880086276,0.833019966,0.772309008,0.733255162,0.340137679,0.31343814,0.297034959,0.283170067,0.755488972,0.719579117,0.696588023,0.681842951,0.423703063,0.421495591,0.417420634,0.41856171,0.655919285,0.656204864,0.655807728,0.655826744,0.761459101,0.733678232,0.722567421,0.71295937,0.782530322,0.782330406,0.781802762,0.781608508,0.115528195,0.11747132,0.119414053,0.119469125,0.466200874,0.500270003,0.517988738,0.530853752,0.388333013,0.40409877,0.369568411,0.39719404,0.453149465,0.130146489,0.15949969,0.334089877,0.194485121,0.367662812,0.289179246,0.279437191,0.263108116,0.022721713,0.250132194
1,0.747663551,0.892703863,0.799814855,0.221867549,0.437113506,0.051244453,0.188302146,0.137567799,0.106108148,0.092080289,0.765834715,0.669490577,0.526483932,0.418202636,0.432107272,0.396977782,0.370684024,0.34675078,0.709638433,0.676089562,0.645939254,0.626789329,0.392279679,0.390667867,0.392129135,0.393762881,0.725853599,0.728238177,0.729562618,0.730129297,0.716728077,0.692375262,0.67625541,0.663615459,0.829955487,0.830312418,0.830310282,0.829738464,0.074956719,0.072252567,0.071881341,0.069180804,0.422781614,0.449930443,0.465415705,0.47203877,0.435631986,0.438129906,0.397723159,0.419219202,0.451074382,0.090873143,0.178105097,0.384929641,0.221028288,0.12361334,0.49549671,0.091762003,0.37538491,0.042476268,0.050499082
1,0.761682243,0.931330472,0.787174335,0.193268356,0.511969637,0.152086892,0.10398501,0.088305287,0.071732783,0.061212869,0.867294505,0.773225713,0.647332658,0.567327908,0.519450387,0.48879526,0.467696889,0.455068488,0.839655303,0.792080672,0.760642673,0.751898085,0.322078393,0.326046784,0.327225029,0.325028952,0.728980524,0.730275003,0.731521699,0.733324084,0.843570376,0.802534524,0.781137445,0.776379254,0.832658809,0.832527411,0.832370111,0.832574496,0.069809043,0.067447875,0.066178804,0.06358516,0.35862148,0.390026432,0.406088617,0.412289657,0.290191005,0.335072585,0.322396943,0.347300146,0.226022602,0.2445329,0.063303019,0.182932365,0.130760493,0.263448953,0.307140297,0.137570175,0.122611794,0.058331652,0.217618647
1,0.785046729,0.884120172,0.774554572,0.18151835,0.563037243,0.082074527,0.155481532,0.129909037,0.108903336,0.09320727,0.833477531,0.727279719,0.567014799,0.47442773,0.360185034,0.312108126,0.276365295,0.258768024,0.760247759,0.69412251,0.636612295,0.625298794,0.385962443,0.397285602,0.406173037,0.407830679,0.681395562,0.67904196,0.676688747,0.674650484,0.766101695,0.709501542,0.667727064,0.661994642,0.801545917,0.800379004,0.799532291,0.798983471,0.085751858,0.083836604,0.082540676,0.08028848,0.42128973,0.460471255,0.481418204,0.489026502,0.383634923,0.424492799,0.404046043,0.426906684,0.416661561,0.115681418,0.167378416,0.355424421,0.214059634,0.31816438,0.268879473,0.249493578,0.203345665,0.026110897,0.142343913
1,0.808411215,0.824034335,0.764674626,0.111995566,0.573084884,0.068996262,0.126445087,0.099020307,0.075909993,0.06233985,0.861987848,0.792657375,0.711486748,0.681871664,0.374803386,0.344882075,0.327567828,0.31761955,0.805021906,0.76685161,0.746704194,0.747330317,0.349439012,0.351358402,0.351765413,0.350900169,0.668058991,0.667568621,0.667030342,0.666509514,0.809782609,0.778573939,0.768392436,0.772262205,0.793600878,0.794625727,0.795512837,0.79612466,0.082006437,0.081750499,0.083660184,0.084349366,0.384937557,0.415811645,0.433730719,0.445994546,0.333662122,0.361251727,0.334640538,0.352205057,0.348219437,0.112653642,0.133995156,0.32728098,0.214072803,0.306929006,0.251223572,0.231115729,0.11985953,0.02905502,0.136697966
1,0.799065421,0.849785408,0.783106122,0.13054793,0.53021279,0.062723998,0.110953267,0.094780203,0.078230233,0.068805163,0.82342489,0.70519806,0.545910554,0.437914612,0.535812853,0.493894255,0.462426853,0.438781389,0.828910263,0.776835151,0.738962038,0.721125754,0.283310692,0.293194728,0.300337003,0.304712534,0.714796959,0.715322644,0.715584255,0.715713687,0.833087693,0.788055524,0.761313196,0.748643347,0.824171363,0.823957645,0.823653662,0.823331767,0.057835047,0.056123591,0.05565789,0.054001416,0.310117261,0.341191942,0.35904316,0.369020317,0.303998087,0.34966427,0.337696198,0.366529845,0.390487363,0.102565896,0.145267907,0.34271448,0.21742807,0.142806199,0.398856558,0.088835012,0.276935675,0.032074692,0.079510933
1,0.523364486,1,0.877912093,0.651637534,0.268885295,0.105647701,0.217791712,0.171053744,0.153131934,0.153862579,0.962296924,0.952385187,0.927114911,0.888515867,0.314144412,0.315729887,0.314627847,0.308113288,0.686473965,0.633955796,0.558692777,0.546588942,0.524989027,0.497593087,0.473858851,0.464685309,0.856366963,0.864203182,0.872076058,0.878099278,0.691952837,0.648873428,0.590109607,0.576767402,0.906390701,0.91077149,0.915063895,0.917900312,0.329903894,0.326264024,0.320128337,0.309755554,0.577587679,0.589986974,0.579173312,0.582190641,0.465858642,0.485809719,0.466980623,0.524407014,0.471727192,0.175332804,0.164417013,0.317294598,0.14518658,0.144477321,0.732627244,0.179758313,0.458349195,0.158694218,0.049691606
1,0.406542056,0.716738197,0.575427993,0.250349556,0.451579971,0.091054755,0.198711668,0.140334135,0.10653638,0.092590396,0.791723791,0.719273579,0.611344397,0.534585264,0.370161174,0.338185721,0.312725446,0.284162155,0.699982375,0.677919404,0.656184188,0.634466384,0.42450052,0.417593087,0.418226927,0.425217434,0.426123572,0.429381385,0.432674099,0.435769208,0.706683861,0.693320719,0.684555701,0.669656686,0.606456034,0.607980921,0.609351121,0.610404476,0.088796396,0.087423744,0.089142464,0.088968332,0.456635223,0.481415237,0.49838619,0.515708173,0.451519266,0.446716721,0.405919362,0.430597809,0.46525202,0.146715976,0.150861382,0.310031775,0.265344386,0.064283194,0.538912783,0.049098776,0.434129887,0.068130383,0.055786279
