Labels,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18
1,0.151816956,0.118288013,0.086557403,0.065697067,0.735488107,0.735906325,0.759997734,0.050181934,0.047377324,0.045069006,0.043292613,0.585346804,0.054614457,0.292775387,0.514298684,0.293685872,0.015736661,0.049167407
1,0.218805365,0.091893067,0.072410169,0.059753725,0.803523202,0.787679803,0.789406462,0.068039779,0.068253679,0.069023333,0.067400814,0.383321711,0.226709652,0.086381917,0.199727644,0.144307179,0.039295079,0.283652871
1,0.285277893,0.182457327,0.155981625,0.131809339,0.674200874,0.641621771,0.633201304,0.11470555,0.111925921,0.109366466,0.106009554,0.431613074,0.159771858,0.122730433,0.271901952,0.136079503,0.022400747,0.234437786
1,0.10750784,0.031541054,0.026032624,0.021507545,0.929468898,0.920572348,0.921429377,0.015788323,0.01400747,0.012294115,0.010346666,0.561793543,0.140533157,0.206840897,0.35814798,0.221366649,0.023272163,0.143365089
1,0.208349905,0.139947573,0.101035543,0.079766537,0.687053689,0.69173234,0.714944221,0.046745768,0.042969782,0.041034114,0.041751467,0.558189132,0.075790625,0.250075297,0.457557876,0.389338736,0.020901895,0.064337008
1,0.204334355,0.122334835,0.088305368,0.068200152,0.748546221,0.744227996,0.762294614,0.036818762,0.031820361,0.029833364,0.029713317,0.541771847,0.100043911,0.215555043,0.399909215,0.079195219,0.013756281,0.123180852
1,0.344538108,0.319034561,0.246552731,0.192452785,0.588638116,0.57919855,0.611187968,0.125567624,0.112030001,0.103860818,0.10618654,0.595433989,0.219640695,0.180698953,0.273717658,0.235694627,0.028344528,0.274475686
1,0.224757117,0.090298498,0.071327909,0.060370599,0.798077369,0.782372748,0.779456206,0.061828194,0.060052864,0.058771356,0.056857001,0.338248251,0.241386829,0.073266466,0.189741262,0.257727223,0.084957871,0.124103282
1,0.283457055,0.120740266,0.095523027,0.083313562,0.730004456,0.711288148,0.698970072,0.12492265,0.126783495,0.128511502,0.125638778,0.367814425,0.158909975,0.106891508,0.265093055,0.281943785,0.069558857,0.098083897
1,0.095677801,0.109529965,0.083664889,0.070181266,0.755072576,0.74473162,0.743616214,0.071916331,0.07314356,0.07370772,0.072334169,0.578325054,0.066199753,0.266068999,0.475261008,0.394576619,0.016896538,0.060397806
1,0.214775,0.094297001,0.076602951,0.069505077,0.789136046,0.766278167,0.746086443,0.07757198,0.077912251,0.07810433,0.07507152,0.377301784,0.122197106,0.129430942,0.314117113,0.334114661,0.037888635,0.119607801
1,0.346534824,0.101714161,0.08687663,0.08030037,0.772550027,0.73584456,0.719130609,0.140314238,0.14259319,0.146446301,0.14612163,0.379816804,0.139488467,0.126513787,0.29913754,0.39194839,0.086010709,0.04835046
1,0.147390991,0.052681171,0.044937128,0.040856031,0.882196041,0.862893169,0.850746153,0.042109649,0.04303315,0.044377719,0.044568301,0.603457918,0.052525914,0.3067967,0.526554698,0.267342067,0.014618145,0.065345965
1,0.233837255,0.093523876,0.074621404,0.065376768,0.790864882,0.772324028,0.761167843,0.075635392,0.074860508,0.074747622,0.072226601,0.360947737,0.143335457,0.121779169,0.288243305,0.157437823,0.060178804,0.095036885
1,0.404512761,0.086034235,0.070596021,0.064842934,0.809687583,0.791732549,0.772478892,0.149762155,0.154206789,0.158541234,0.159266421,0.52237728,0.108481558,0.200490428,0.380844303,0.225986186,0.020994897,0.297131012
1,0.136883084,0.038148851,0.032144665,0.026442536,0.914692753,0.901924014,0.903401038,0.022018495,0.019879441,0.017127191,0.016259382,0.490576503,0.125630593,0.172876695,0.346345892,0.214150688,0.022278235,0.135562945
1,0.34552762,0.128423189,0.113345272,0.107336054,0.712824149,0.655998806,0.610379853,0.13988874,0.142144176,0.143810801,0.139665453,0.480479826,0.077462799,0.210703321,0.429414435,0.277216724,0.02568912,0.095549316
1,0.345275066,0.131479446,0.107957333,0.097299991,0.706962315,0.671440102,0.646939245,0.146650133,0.150495468,0.154599018,0.153231581,0.401083786,0.130661853,0.135793057,0.31320926,0.402957553,0.079066032,0.05979762
1,0.313585171,0.065993404,0.055985518,0.051449654,0.852427648,0.829183631,0.812045896,0.103650011,0.106040994,0.108854411,0.108727403,0.412945157,0.169720806,0.120229892,0.273717658,0.246237803,0.034558554,0.292917468
1,0.122365515,0.047655863,0.039685444,0.032765493,0.893433474,0.878916483,0.880302229,0.037959437,0.037140899,0.034603273,0.031334479,0.497687893,0.114427537,0.170463252,0.343168407,0.497905357,0.061055579,0.047592511
1,0.250585201,0.064869958,0.049807296,0.043525197,0.854939863,0.848033891,0.840995249,0.080982478,0.081160879,0.082094875,0.079912726,0.331463118,0.157621213,0.094620471,0.25283704,0.351156122,0.083128029,0.089136857
1,0.176502199,0.041205107,0.032179702,0.024461422,0.907858449,0.901817113,0.910638376,0.024915207,0.020929949,0.018322678,0.017995588,0.398266277,0.113242941,0.145379845,0.338629142,0.418033505,0.073972313,0.051297242
1,0.113802985,0.012937751,0.010211391,0.007604157,0.971069012,0.968844216,0.972220756,0.008205513,0.006978663,0.005600005,0.005410538,0.448859469,0.157322452,0.136074454,0.29005901,0.572276266,0.09594671,0.051874311
1,0.188289572,0.053116053,0.041994005,0.037961469,0.881223571,0.871872876,0.861320468,0.072156832,0.07458434,0.077584583,0.077786228,0.383031942,0.169198075,0.104590123,0.253744893,0.428858538,0.087162083,0.084019282
1,0.323632849,0.153743009,0.116739985,0.10006406,0.656204773,0.643816811,0.636113574,0.123605262,0.118876353,0.118894267,0.11767424,0.183795759,0.374337948,0.03718501,0.114389469,0.148230444,0.252672066,0.139289319
1,0.17667508,0.052210048,0.041958968,0.038412262,0.88324955,0.871979777,0.859673648,0.063897319,0.064621609,0.065571474,0.063836916,0.36722717,0.229840498,0.079446966,0.192918747,0.140836308,0.036663259,0.363268432
1,0.29104468,0.0471485,0.038478608,0.038008921,0.894568023,0.882598638,0.861147118,0.087276778,0.091088927,0.095628541,0.096352877,0.302644249,0.129041132,0.100694629,0.277802996,0.360105308,0.061591553,0.117589091
1,0.085478737,0.034971793,0.022365399,0.014532125,0.921797188,0.931761349,0.946911741,0.006897021,0.006402291,0.006503776,0.00646177,0.537289732,0.106187553,0.20569273,0.386291421,0.295355601,0.016231236,0.165658272
1,0.079122442,0.018494582,0.013999299,0.010735978,0.958643004,0.957286999,0.960779695,0.008867341,0.008073165,0.006894135,0.006540584,0.41895971,0.132537894,0.139236218,0.311847481,0.306721866,0.03751069,0.105740075
1,0.215192183,0.071513995,0.055335384,0.049456676,0.840082679,0.831167244,0.819326572,0.07959854,0.080383948,0.08285239,0.082383619,0.37463185,0.195170611,0.095442425,0.231956423,0.364946184,0.100640832,0.08791378
1,0.106935466,0.061427139,0.047533772,0.040381513,0.862638585,0.854970596,0.852479647,0.072733542,0.07459541,0.077608666,0.079015564,0.485371778,0.109534204,0.17364042,0.356786201,0.255258218,0.035857428,0.081847375
1,0.340656044,0.167115642,0.139272784,0.131287368,0.628375918,0.582279682,0.55730893,0.151350314,0.149211149,0.149957429,0.14443348,0.342156438,0.149511654,0.111100819,0.278710849,0.364364895,0.089781743,0.050113227
1,0.387900685,0.177359539,0.141285475,0.128321629,0.618694437,0.602650315,0.592377517,0.188478883,0.18905616,0.190291749,0.18679294,0.431407581,0.235174701,0.128202875,0.249205629,0.391102665,0.172610759,0.057964234
1,0.384751845,0.155337577,0.124284658,0.110764449,0.666901945,0.655433417,0.655060665,0.187324769,0.188489976,0.190374237,0.189571669,0.389436088,0.310451878,0.09190508,0.189287335,0.347912447,0.23363375,0.072606063
1,0.365745707,0.143378311,0.108292132,0.09489181,0.695654647,0.705881319,0.712109958,0.159523543,0.157706132,0.156532695,0.152666457,0.450797409,0.320695292,0.103578495,0.191103041,0.455777452,0.248868615,0.070249943
1,0.341169982,0.169724937,0.125456457,0.106541236,0.636739161,0.654423793,0.666952435,0.146194852,0.139017979,0.13528316,0.128549945,0.398940469,0.256378943,0.097946853,0.212437585,0.440891473,0.197052225,0.05556803
